node_id,node_type,name,symbol,valid_from,valid_to,source_news_id,split,prediction_time_safe,attributes_json,dataset_version,graph_version,kg_layer,layered_release_version
news:1c6271ddf1b909979d087ee2114bf0ad,News,"Cổ phiếu tâm điểm ngày 22/4: PHR, PVB, DPM",,2020-04-21,,1c6271ddf1b909979d087ee2114bf0ad,train,True,"{""category"": ""ngan_hang"", ""content_length"": ""3010"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/co-phieu-tam-diem-ngay-22-4-phr-pvb-dpm-20200421220338932.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1c805e1eaac33c38673985d841ed5ae7,News,"Đạm Phú Mỹ (DPM) báo lãi 703 tỷ đồng năm 2020, tăng 81% so với cùng kỳ",,2021-01-29,,1c805e1eaac33c38673985d841ed5ae7,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""2763"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/dam-phu-my-dpm-bao-lai-703-ty-dong-nam-2020-tang-81-so-voi-cung-ky-20210129134142642.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1c8505cb542aa25f1f507d5f837afe55,News,Việt Nam nhập 80% dầu thô và xăng dầu thành phẩm,,2022-11-16,,1c8505cb542aa25f1f507d5f837afe55,test,True,"{""category"": ""phap_ly"", ""content_length"": ""6093"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://www.tinnhanhchungkhoan.vn/viet-nam-nhap-80-dau-tho-va-xang-dau-thanh-pham-post310107.html""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1c90adfa5759bfd5e95061cc7bfb749f,News,"Pomina (POM) lỗ tiếp 88 tỷ đồng trong quý 2, nâng tổng lỗ 6 tháng đầu năm lên 144 tỷ đồng",,2020-08-06,,1c90adfa5759bfd5e95061cc7bfb749f,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""2472"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/pomina-pom-lo-tiep-88-ty-dong-trong-quy-2-nang-tong-lo-6-thang-dau-nam-len-144-ty-dong-2020080615575795.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1d07008e10da4989ca8bab0a148eb89a,News,"ĐHĐCĐ SGN: Nhóm cổ đông lớn SSI giới thiệu thêm 1 thành viên BKS nhiệm kỳ 2020-2025, đặt chỉ tiêu kinh doanh thận trọng trước lo ngại Covid-19",,2020-06-04,,1d07008e10da4989ca8bab0a148eb89a,train,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""2704"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/dhdcd-sgn-nhom-co-dong-lon-ssi-gioi-thieu-them-1-thanh-vien-bks-nhiem-ky-2020-2025-dat-chi-tieu-kinh-doanh-than-trong-truoc-lo-ngai-covid-19-20200604114355746.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1d6482f8eda71e81836ba8d721cebe19,News,"MSN, MWG, DID, GKM, ITC, DTL, AAV, NSH, TNA, HAX, NED, BNA, SMT, TDM: Thông tin giao dịch lượng lớn cổ phiếu",,2021-09-28,,1d6482f8eda71e81836ba8d721cebe19,train,True,"{""category"": ""bat_dong_san"", ""content_length"": ""3962"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/msn-mwg-did-gkm-itc-dtl-aav-nsh-tna-hax-ned-bna-smt-tdm-thong-tin-giao-dich-luong-lon-co-phieu-20210927180631004.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1d9474102537686581ae04f53847e1d8,News,"Phát Đạt (PDR) báo lãi 121 tỷ đồng quý 2, tăng 37% so với cùng kỳ",,2020-07-21,,1d9474102537686581ae04f53847e1d8,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""2030"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/phat-dat-pdr-bao-lai-121-ty-dong-quy-2-tang-37-so-voi-cung-ky-20200721090004486.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1e13a466a08070e4192ec3b1ae7cd6ba,News,"Lợi nhuận quý 4 của Vietnam Airlines xuống thấp nhất từ khi lên sàn, cả năm vẫn lãi cao kỷ lục",,2019-12-30,,1e13a466a08070e4192ec3b1ae7cd6ba,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1901"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/loi-nhuan-quy-4-cua-vietnam-airlines-xuong-thap-nhat-tu-khi-len-san-20191230110530513.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1e76241f5bb7d5e87733184fabedcc6a,News,Nhóm Dragon Capital sang tay 2 triệu cổ phiếu MWG cho quỹ Singapore,,2019-10-25,,1e76241f5bb7d5e87733184fabedcc6a,train,True,"{""category"": ""chung_khoan"", ""content_length"": ""1186"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/nhom-dragon-capital-sang-tay-2-trieu-co-phieu-mwg-cho-quy-singapore-2019102510562675.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1e82ca7e37ec8a61cb481d5bc0e2d500,News,Hoa Sen chuẩn bị phát hành gần 100 triệu cổ phiếu trả cổ tức,,2022-08-04,,1e82ca7e37ec8a61cb481d5bc0e2d500,test,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""1409"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/hoa-sen-chuan-bi-phat-hanh-gan-100-trieu-co-phieu-tra-co-tuc-20220804143854875.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:1f1c007992dfc1af860c512d02b6a709,News,Thử nghiệm thành công Điện Máy Xanh Super Mini là lời giải cho độ 'hot' của cổ phiếu MWG?,,2020-09-11,,1f1c007992dfc1af860c512d02b6a709,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""4769"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/thu-nghiem-thanh-cong-dien-may-xanh-super-mini-la-loi-giai-cho-do-hot-cua-co-phieu-mwg-20200911120722922.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2012b3d43d15a9c9b114e46c7c313112,News,"Chứng khoán SSI tăng 67% LNTT trong quý 1/2022, đạt 883 tỷ đồng",,2022-04-20,,2012b3d43d15a9c9b114e46c7c313112,validation,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1531"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/chung-khoan-ssi-tang-67-lntt-trong-quy-1-2022-dat-883-ty-dong-20220420144539519.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:20578e2f378e27067df9d6a79847c6b5,News,PV GAS: LNST quý 2/2021 tăng 31% lên 2.245 tỷ đồng,,2021-07-08,,20578e2f378e27067df9d6a79847c6b5,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1756"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/pv-gas-lnst-quy-2-2021-tang-31-len-2245-ty-dong-20210708082016455.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:205fd831c117aa849874b65662efb1e0,News,"MWG, HPG, PXL, SMB, LMH, S4A, AST, TCO, STK, NDC, EVG, CTI, NVT, BMF, DNP, SPV, GDP: Thông tin giao dịch lượng lớn cổ phiếu",,2019-09-14,,205fd831c117aa849874b65662efb1e0,train,True,"{""category"": ""chung_khoan"", ""content_length"": ""3758"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/mwg-hpg-pxl-smb-lmh-s4a-ast-tco-stk-ndc-evg-cti-nvt-bmf-dnp-spv-gdp-thong-tin-giao-dich-luong-lon-co-phieu-20190914091717968.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:20790664766b21cbdc7a5bfed7aaaa02,News,"“Cổ phiếu quốc dân” HPG xuống đáy 2 năm, cá nhân ngậm ngùi ôm lỗ, cá mập cũng đành mắc cạn",,2022-10-25,,20790664766b21cbdc7a5bfed7aaaa02,test,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""6012"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/co-phieu-quoc-dan-hpg-xuong-day-2-nam-ca-nhan-ngam-ngui-om-lo-ca-map-cung-danh-mac-can-20221024214734759.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:209468b45350bcccde29a4e5bc09ed04,News,Bộ tiêu chí 4M và câu chuyện cổ phiếu CTR,,2021-12-10,,209468b45350bcccde29a4e5bc09ed04,train,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""4812"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/bo-tieu-chi-4m-va-cau-chuyen-co-phieu-ctr-20211210113536785.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:20f8c810832f023728757ea6aac87a0a,News,"Cơ Điện Lạnh (REE): Quý IV/2020, thủy điện và cấp nước thuận lợi giúp lợi nhuận tăng 39%",,2021-01-30,,20f8c810832f023728757ea6aac87a0a,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1758"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://www.tinnhanhchungkhoan.vn/co-dien-lanh-ree-quy-iv2020-thuy-dien-va-cap-nuoc-thuan-loi-giup-loi-nhuan-tang-39-post261121.html""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:21041e4b06643a9e2fa54773bdf7dfcb,News,Quỹ Singapore trở thành cổ đông lớn của Vinhomes,,2022-06-07,,21041e4b06643a9e2fa54773bdf7dfcb,test,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""1122"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/quy-singapore-tro-thanh-co-dong-lon-cua-vinhomes-202267172116446.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:214c7249d171ed1a4438a843fec6f58c,News,"Cổ phiếu tâm điểm 6/4: VND, IPA, ELC",,2022-04-05,,214c7249d171ed1a4438a843fec6f58c,validation,True,"{""category"": ""chung_khoan"", ""content_length"": ""2246"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/co-phieu-tam-diem-64-vnd-ipa-elc-202245155031634.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2180572d6bf68186e2eee9fd7852941c,News,"Phiên 21/6: Khối ngoại đẩy mạnh bán ròng hơn 1.100 tỷ đồng, tập trung “xả” NVL, HPG",,2021-06-21,,2180572d6bf68186e2eee9fd7852941c,train,True,"{""category"": ""chung_khoan"", ""content_length"": ""738"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/phien-21-6-khoi-ngoai-day-manh-ban-rong-hon-1100-ty-dong-tap-trung-xa-nvl-hpg-20210621153043545.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:21be6a35845fd4d327f2ddc7a9defc62,News,Công ty riêng của tỷ phú Nguyễn Đăng Quang chi 280 tỷ mua thêm cổ phiếu Masan,,2021-09-27,,21be6a35845fd4d327f2ddc7a9defc62,train,True,"{""category"": ""chung_khoan"", ""content_length"": ""1816"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/cong-ty-rieng-cua-ty-phu-nguyen-dang-quang-chi-280-ty-mua-them-co-phieu-masan-20210927145108607.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:21e0c65b8e221c8f3fe74d4358d6dc11,News,"Cổ phiếu tâm điểm 9/6: GVR, POW, MSH",,2022-06-08,,21e0c65b8e221c8f3fe74d4358d6dc11,test,True,"{""category"": ""chung_khoan"", ""content_length"": ""1894"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/co-phieu-tam-diem-96-gvr-pow-msh-202268171325392.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2214085f1d74a8ac0d69ff05b6e29f15,News,"Giúp bữa ăn hàng triệu gia đình thêm đậm đà, Masan và Cholimex Food thu về cả chục nghìn tỷ mỗi năm từ tương ớt, nước mắm",,2022-06-13,,2214085f1d74a8ac0d69ff05b6e29f15,test,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""3079"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/giup-bua-an-hang-trieu-gia-dinh-them-dam-da-masan-va-cholimex-food-thu-ve-ca-chuc-nghin-ty-moi-nam-tu-tuong-ot-nuoc-mam-20220613023311849.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:222f523c1d6e1d1f5a6bcc44287198bb,News,"Phiên 7/1: Khối ngoại đảo chiều bán ròng hơn 340 tỷ đồng, tập trung xả HPG",,2021-01-07,,222f523c1d6e1d1f5a6bcc44287198bb,train,True,"{""category"": ""ngan_hang"", ""content_length"": ""2538"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/phien-7-1-khoi-ngoai-dao-chieu-ban-rong-hon-340-ty-dong-tap-trung-xa-hpg-20210107163257072.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:226f79be455764e01d31524c0c1ab423,News,Vietinbank Securities – Dấu ấn 20 năm,,2020-09-01,,226f79be455764e01d31524c0c1ab423,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""4478"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/vietinbank-securities-dau-an-20-nam-20200831105633278.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:228ce3c1ba810e03d1b8736e318eae6d,News,Thế giới Di động: Lãi ròng tháng 1 tăng 22% lên đạt 553 tỷ đồng,,2020-02-21,,228ce3c1ba810e03d1b8736e318eae6d,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""2188"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/the-gioi-di-dong-lai-rong-thang-1-tang-22-len-dat-553-ty-dong-20200221152330782.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:228da17c1934d92a6a6169abda31512c,News,"VDSC: Lợi nhuận quý 4 Hòa Phát có thể đạt 10.430 tỷ đồng, gấp hơn 2 lần cùng kỳ",,2021-12-25,,228da17c1934d92a6a6169abda31512c,validation,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""3022"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/vdsc-loi-nhuan-quy-4-hoa-phat-co-the-dat-10430-ty-dong-gap-hon-2-lan-cung-ky-20211224173654881.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:229ae2dd62ab2205317464e88c0f1388,News,"Tundra tăng nắm giữ tiền mặt, giảm tỷ trọng cổ phiếu FPT trong tháng 5",,2019-06-07,,229ae2dd62ab2205317464e88c0f1388,train,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""2696"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/tundra-tang-nam-giu-tien-mat-giam-ty-trong-co-phieu-fpt-trong-thang-5-20190607115405599.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:22ab63882cd6cb336e349193bb4663a4,News,"Cổ phiếu tâm điểm 23/6: FPT, LCG, HII",,2021-06-22,,22ab63882cd6cb336e349193bb4663a4,train,True,"{""category"": ""ngan_hang"", ""content_length"": ""2473"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/co-phieu-tam-diem-23-6-fpt-lcg-hii-20210622174651656.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:22b2984250a6a1bf5216871268584bb6,News,Viconship (VSC) báo lãi quý 1 tăng trưởng 43% so với cùng kỳ lên 110 tỷ đồng,,2022-04-29,,22b2984250a6a1bf5216871268584bb6,validation,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""2038"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/viconship-vsc-bao-lai-quy-1-tang-truong-43-so-voi-cung-ky-len-110-ty-dong-20220429125711833.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2305f741197b147b71f798088a7ca9a7,News,KDH: Tổ chức Đại hội đồng cổ đông thường niên năm 2021,,2021-04-28,,2305f741197b147b71f798088a7ca9a7,train,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""2159"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/kdh-to-chuc-dai-hoi-dong-co-dong-thuong-nien-nam-2021-20210426110403834.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:23e61353e367feb0bfb4858ae53687cb,News,“Soi mã thần tài” – Tựa game thú vị cùng nhà đầu tư SSI đón năm mới,,2022-01-20,,23e61353e367feb0bfb4858ae53687cb,validation,True,"{""category"": ""chung_khoan"", ""content_length"": ""3155"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/soi-ma-than-tai-tua-game-thu-vi-cung-nha-dau-tu-ssi-don-nam-moi-20220119221445119.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2422fe3ab748ad2f94c4a9a2a8f8fdc8,News,VNDirect: Ít có khả năng có đợt tăng lãi suất điều hành tiếp theo trong năm 2022,,2022-09-23,,2422fe3ab748ad2f94c4a9a2a8f8fdc8,test,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""3949"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/vndirect-it-co-kha-nang-co-dot-tang-lai-suat-dieu-hanh-tiep-theo-trong-nam2022-20220922193632419.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:24697591326d3c7cf00046bed8299216,News,"Cổ phiếu tâm điểm 26/5: FRT, DGW, VOS",,2022-05-25,,24697591326d3c7cf00046bed8299216,test,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1937"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/co-phieu-tam-diem-265-frt-dgw-vos-2022525194158610.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:24c1826c54e0c94d88d486fb5fe37ee3,News,Vĩnh Hoàn (VHC): Con gái Chủ tịch Trương Thị Lệ Khanh được bổ nhiệm làm Giám đốc khối chiến lược,,2021-08-28,,24c1826c54e0c94d88d486fb5fe37ee3,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""2524"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/vinh-hoan-vhc-con-gai-chu-tich-truong-thi-le-khanh-duoc-bo-nhiem-lam-giam-doc-khoi-chien-luoc-20210828084238137.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:253c3217501208fbb3269b30a225d44e,News,"Cổ phiếu tâm điểm 11/5: PDR, MSH, DGW",,2022-05-10,,253c3217501208fbb3269b30a225d44e,validation,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""3160"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/co-phieu-tam-diem-115-pdr-msh-dgw-202251019395663.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2580d072a04b1cacfd2386583765697c,News,VietinBank (CTG) sắp chi gần 1.900 tỷ đồng trả cổ tức bằng tiền tỷ lệ 5%,,2020-12-10,,2580d072a04b1cacfd2386583765697c,train,True,"{""category"": ""co_tuc_phat_hanh"", ""content_length"": ""1154"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/vietinbank-ctg-sap-chi-gan-1900-ty-dong-tra-co-tuc-bang-tien-ty-le-5-20201210112701998.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:25f114b62898a86611e73b3f724acbe4,News,Nhóm quĩ KIM tiếp tục bán 700.000 cổ phiếu NKG,,2020-09-22,,25f114b62898a86611e73b3f724acbe4,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1204"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/nhom-qui-kim-tiep-tuc-ban-700000-co-phieu-nkg-20200922103939204.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:260cd13a9e23aa6c092915e1893a09e4,News,"Một cổ phiếu vận tải biển tăng trần 6 phiên, giá gấp 3 lần đầu năm sau khi ACB thoái vốn",,2021-06-22,,260cd13a9e23aa6c092915e1893a09e4,train,True,"{""category"": ""ket_qua_kinh_doanh"", ""content_length"": ""1986"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://vietnambiz.vn/mot-co-phieu-van-tai-bien-tang-tran-6-phien-gia-gap-3-lan-dau-nam-sau-khi-acb-thoai-von-20210622075234439.htm""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:26a8129c397ede8a149ebb14b6205449,News,"HDB, STB, TNI, DRH, VID, HPW, POB, ILC, TDP, STW, SD6: Thông tin giao dịch lượng lớn cổ phiếu",,2020-06-16,,26a8129c397ede8a149ebb14b6205449,train,True,"{""category"": ""ngan_hang"", ""content_length"": ""2415"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/hdb-stb-tni-drh-vid-hpw-pob-ilc-tdp-stw-sd6-thong-tin-giao-dich-luong-lon-co-phieu-20200615172728718.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:27c94876d9307f63cf2376280f4e5fb1,News,"Phiên 9/1: Khối ngoại trở lại mua ròng, tập trung ""gom"" PNJ",,2020-01-09,,27c94876d9307f63cf2376280f4e5fb1,train,True,"{""category"": ""chung_khoan"", ""content_length"": ""683"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/phien-9-1-khoi-ngoai-tro-lai-mua-rong-tap-trung-gom-pnj-20200109165648002.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:27fa9f9777bfa05745af7dd207bd6a37,News,"TTH, LPB, REE, TDG, MCG, TLD, PSI, TSC, LDP, TMS: Thông tin giao dịch lượng lớn cổ phiếu",,2021-12-04,,27fa9f9777bfa05745af7dd207bd6a37,train,True,"{""category"": ""ngan_hang"", ""content_length"": ""2380"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/tth-lpb-ree-tdg-mcg-tdl-psi-tsc-ldp-tms-thong-tin-giao-dich-luong-lon-co-phieu-20211203180527867.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
news:2898a83487354a0bcf5d0be9aa9723f7,News,"VNDiamond Index thêm mới KDH, loại LPB và TCM khỏi danh mục trong kỳ cơ cấu tháng 10",,2021-10-18,,2898a83487354a0bcf5d0be9aa9723f7,train,True,"{""category"": ""chung_khoan"", ""content_length"": ""824"", ""publication_time_resolution"": ""DATE_ONLY"", ""url"": ""https://cafef.vn/vndiamond-index-them-moi-kdh-loai-lpb-va-tcm-khoi-danh-muc-trong-ky-co-cau-thang-10-20211018182800561.chn""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,FINNEXUS_LAYERED_KG_V3_0
