edge_id,source_node_id,relation_type,target_node_id,event_time,available_at,valid_from,valid_to,split,prediction_time_safe,source_news_id,source_url,evidence_text,confidence,extraction_method,review_status,attributes_json,dataset_version,graph_version,semantic_sample_id,event_type,event_type_detail,sentiment,impact_level,affected_scope,semantic_release_group,semantic_quality_tier,evidence_completeness_score,manual_review_priority,semantic_correctness_status,default_semantic_query_enabled,semantic_quality_release,validation_basis,allowed_use
edge:22871765b5a2333b26958a8b,event:7b7b535b3a0bd14a176a,AFFECTS,stock:VND,2022-09-23,2022-09-23,2022-09-23,,test,True,2422fe3ab748ad2f94c4a9a2a8f8fdc8,https://cafef.vn/vndirect-it-co-kha-nang-co-dot-tang-lai-suat-dieu-hanh-tiep-theo-trong-nam2022-20220922193632419.chn,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""HIGH"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""7b7b535b3a0bd14a176a""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,7b7b535b3a0bd14a176a,BUSINESS_RESULT,PROFIT_GROWTH,POSITIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:22df93bd636434ff7946d855,event:a8d4e1a7e3a5dbc1e985,AFFECTS,stock:VPB,2022-04-15,2022-04-15,2022-04-15,,validation,True,c4a58f1ab696bdf532d802ec23e29760,https://www.tinnhanhchungkhoan.vn/nam-2022-vpbank-se-thuc-hien-2-dot-tang-von-len-79334-ty-dong-tiep-tuc-tim-kiem-cac-co-hoi-ma-post295313.html,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""a8d4e1a7e3a5dbc1e985""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,a8d4e1a7e3a5dbc1e985,CORPORATE_ACTION,STOCK_ISSUANCE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:22f3e76ec4b04072d6585421,event:bfd77983db41678c2f49,AFFECTS,stock:HPG,2022-03-14,2022-03-14,2022-03-14,,validation,True,85a108d65dafaecafdb2ddda43d810af,https://cafef.vn/dragon-capital-chi-phi-dau-vao-tang-manh-khien-loi-nhuan-hoa-phat-tro-nen-kho-du-bao-2022031322103639.chn,TITLE_COMPANY|BODY_COMPANY,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""SECTOR"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_ENTITY_MENTION"", ""sample_id"": ""bfd77983db41678c2f49""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,bfd77983db41678c2f49,SECTOR_NEWS,SECTOR_NEWS,NEUTRAL,MODERATE,SECTOR,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:22f89b2f6663babb7fdc151b,news:dd0a878017f127a9279cfd26061fecd3,CONTAINS_EVENT,event:630109349ee10b78df95,2022-01-01,2022-01-01,2022-01-01,,validation,True,dd0a878017f127a9279cfd26061fecd3,https://vietstock.vn/2022/01/nhung-co-phieu-anh-huong-nhieu-nhat-den-cac-chi-so-nam-2021-msn-nvl-dong-vai-tro-dau-keo-830-921742.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=MACRO_POLICY; symbol=MSN,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""MACRO_POLICY"", ""event_type_detail"": ""MACRO_POLICY"", ""sample_id"": ""630109349ee10b78df95""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,630109349ee10b78df95,MACRO_POLICY,MACRO_POLICY,NEUTRAL,MODERATE,MARKET,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:2318de8e7f4c662981138666,event:3854ac7a7b06bcf3d538,HAS_SENTIMENT,sentiment:NEUTRAL,2019-06-20,2019-06-20,2019-06-20,,train,True,b6af123bb04c63379369e71a772a255c,https://cafef.vn/ban-dut-van-duc-tien-giang-vinh-hoan-co-the-thu-ve-khoan-lai-bat-thuong-100-ty-dong-trong-quy-2-20190620113601234.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_COMPANY|BODY_COMPANY|BODY_TICKER; score=13; event=STOCK_ISSUANCE; symbol=VHC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""3854ac7a7b06bcf3d538""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,3854ac7a7b06bcf3d538,CORPORATE_ACTION,STOCK_ISSUANCE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:234ea87665c441c1a388fbe6,event:bae926e8d3d9069b3461,HAS_SENTIMENT,sentiment:NEUTRAL,2021-12-11,2021-12-11,2021-12-11,,train,True,397c28e81d3322f50de0f4f97f640c03,https://cafef.vn/vndirect-nhieu-yeu-to-ho-tro-tich-cuc-vn-index-huong-toi-moc-1700-1750-diem-trong-nam-2022-20211211022059465.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS; score=11; event=MACRO_POLICY; symbol=VND,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""bae926e8d3d9069b3461""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,bae926e8d3d9069b3461,MACRO_POLICY,MACRO_POLICY,NEUTRAL,MODERATE,MARKET,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:235f8eb52530407c5a1f693a,event:0342cdd11ffc169fc1aa,HAS_SENTIMENT,sentiment:NEUTRAL,2019-07-03,2019-07-03,2019-07-03,,train,True,f735749319b3c491e5e271cffba16612,https://cafef.vn/mang-co-khi-dau-khi-nhieu-trien-vong-pvs-duoc-du-bao-hoan-thanh-vuot-xa-ke-hoach-loi-nhuan-nam-2019-201907031702325.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=LEADERSHIP_CHANGE; symbol=PVS,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""0342cdd11ffc169fc1aa""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,0342cdd11ffc169fc1aa,CORPORATE_ACTION,LEADERSHIP_CHANGE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:23f25ca3a979a15a95e5da91,news:4024cf2f2ad9895b63a8134b3049f621,CONTAINS_EVENT,event:0aa99538228c3a63e1ee,2022-01-04,2022-01-04,2022-01-04,,validation,True,4024cf2f2ad9895b63a8134b3049f621,https://vietstock.vn/2022/01/pow-giai-trinh-the-nao-ve-su-co-tai-nha-may-vung-ang-1-737-921906.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=LEADERSHIP_CHANGE; symbol=POW,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""CORPORATE_ACTION"", ""event_type_detail"": ""LEADERSHIP_CHANGE"", ""sample_id"": ""0aa99538228c3a63e1ee""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,0aa99538228c3a63e1ee,CORPORATE_ACTION,LEADERSHIP_CHANGE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24528711a51c6f3a72ab03b0,news:8c865576aab6d819c39007d16667a1e3,CONTAINS_EVENT,event:a090db341b392111f34d,2022-07-15,2022-07-15,2022-07-15,,test,True,8c865576aab6d819c39007d16667a1e3,https://vietnambiz.vn/chung-khoan-vix-bao-lai-quy-ii-giam-gan-46-giam-gan-1700-ty-dong-cho-vay-margin-202271581947716.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=24; event=PROFIT_GROWTH; symbol=VIX,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""BUSINESS_RESULT"", ""event_type_detail"": ""PROFIT_GROWTH"", ""sample_id"": ""a090db341b392111f34d""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,a090db341b392111f34d,BUSINESS_RESULT,PROFIT_GROWTH,POSITIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24a1601baddec1078116ed14,event:8faf3bca7913878b6d6d,HAS_SENTIMENT,sentiment:NEUTRAL,2020-11-17,2020-11-17,2020-11-17,,train,True,39c361d82a5c3a38d4918fd1aef0630a,https://cafef.vn/quoc-hoi-thong-qua-ke-hoach-giai-cuu-vietnam-airlines-duoc-phep-chao-ban-co-phieu-du-hoat-dong-kinh-doanh-thua-lo-20201117174358038.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_COMPANY; score=11; event=STOCK_ISSUANCE; symbol=HVN,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""8faf3bca7913878b6d6d""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,8faf3bca7913878b6d6d,CORPORATE_ACTION,STOCK_ISSUANCE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24a2d163f8e43848896d02c0,event:4e84cf0f50da16622a4e,HAS_SENTIMENT,sentiment:NEUTRAL,2019-03-26,2019-03-26,2019-03-26,,train,True,b0e888c180459b7abfa21d90d323a709,https://vietstock.vn/2019/03/vinamilk-dat-muc-tieu-doanh-thu-toi-thieu-56000-ty-dong-san-sang-ma-737-663151.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=M_AND_A; symbol=VNM,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""4e84cf0f50da16622a4e""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,4e84cf0f50da16622a4e,M_AND_A,M_AND_A,NEUTRAL,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24ae17b4e68663164e8579cc,event:993d132527ebd8ea356e,AFFECTS,stock:MBB,2022-02-27,2022-02-27,2022-02-27,,validation,True,0e759a89febbf245d80271c93a99fb88,https://vietnambiz.vn/tuan-21-25-2-to-chuc-trong-nuoc-mua-rong-dot-bien-nhom-ngan-hang-tam-diem-vpb-mbb-ctg-20220227164516236.htm,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""SECTOR"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""993d132527ebd8ea356e""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,993d132527ebd8ea356e,SECTOR_NEWS,SECTOR_NEWS,NEUTRAL,MODERATE,SECTOR,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24aeade3e90f36a54e8fdcc2,event:7d7e39a73f42dc20fed4,AFFECTS,stock:NKG,2022-10-28,2022-10-28,2022-10-28,,test,True,fc7ba371c34e2992a1dc271c9f11e682,https://cafef.vn/thep-nam-kim-nkg-lo-ky-luc-hon-400-ty-dong-quy-3-2022-co-phieu-giam-san-20221028150414262.chn,TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""HIGH"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""7d7e39a73f42dc20fed4""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,7d7e39a73f42dc20fed4,BUSINESS_RESULT,PROFIT_DECLINE,NEGATIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24ea92d8101d829769a1b8d8,event:164ec278f223dae94407,HAS_SENTIMENT,sentiment:NEUTRAL,2022-11-15,2022-11-15,2022-11-15,,test,True,999b93c7b0423fc3a4d2807985106891,https://cafef.vn/chu-tich-vndirect-noi-ve-su-mau-nhiem-nhat-cua-cuoc-doi-trong-con-khung-hoang-tren-thi-truong-chung-khoan-20221115161413698.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=MACRO_POLICY; symbol=VND,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""164ec278f223dae94407""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,164ec278f223dae94407,MACRO_POLICY,MACRO_POLICY,NEUTRAL,MODERATE,MARKET,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,CRITICAL,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:24ffa992798f935c303a5bc2,event:39a147e62a133d78f15e,HAS_SENTIMENT,sentiment:NEUTRAL,2022-03-23,2022-03-23,2022-03-23,,validation,True,65e80aee5c67c0dc977b2eeab678b55d,https://vietnambiz.vn/chung-khoan-shs-duoc-chap-thuan-chao-ban-3253-trieu-cp-de-tang-von-len-6500-ty-dong-20220323174614805.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=STOCK_ISSUANCE; symbol=SHS,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""39a147e62a133d78f15e""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,39a147e62a133d78f15e,CORPORATE_ACTION,STOCK_ISSUANCE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:25250f37b2cdb49565973202,event:785311eb5cbcab7fab03,HAS_SENTIMENT,sentiment:POSITIVE,2019-11-25,2019-11-25,2019-11-25,,train,True,5b406d7b41f56506a71a65b6068b11ac,https://cafef.vn/chu-quan-chuoi-nha-thuoc-long-chau-dat-236-ty-dong-loi-nhuan-rong-sau-10-thang-20191125141248065.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=NEW_CONTRACT; symbol=FPT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""sample_id"": ""785311eb5cbcab7fab03""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,785311eb5cbcab7fab03,BUSINESS_RESULT,NEW_CONTRACT,POSITIVE,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:253b863888554db484d4b63f,news:da63c97aa3e76c738093f7691de79121,CONTAINS_EVENT,event:3e82d7698fc99c179a73,2021-05-24,2021-05-24,2021-05-24,,train,True,da63c97aa3e76c738093f7691de79121,https://vietnambiz.vn/tin-kinh-te-truoc-gio-giao-dich-24-5-hoa-sen-phat-hanh-gan-445-trieu-cp-de-tra-co-tuc-2021052408183344.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_COMPANY|BODY_COMPANY|BODY_TICKER; score=13; event=DIVIDEND; symbol=HSG,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""CORPORATE_ACTION"", ""event_type_detail"": ""DIVIDEND"", ""sample_id"": ""3e82d7698fc99c179a73""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,3e82d7698fc99c179a73,CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:259d4e53adc260a4790b2b1b,event:b42179a7f71b6242ddf0,AFFECTS,stock:FPT,2021-03-30,2021-03-30,2021-03-30,,train,True,934598274b01d492552c7de936c4781d,https://cafef.vn/fpt-da-vao-khao-sat-he-thong-hose-bo-tai-chinh-thanh-lap-ban-chi-dao-xu-ly-su-co-nghen-lenh-20210330170344521.chn,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""MODERATE"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""b42179a7f71b6242ddf0""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,b42179a7f71b6242ddf0,BUSINESS_RESULT,PROJECT_EXPANSION,POSITIVE,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:26916d2353aa69a7a5eec785,news:6b41a58c70ea9846788f980d25ca8f24,CONTAINS_EVENT,event:061d77edae4c1f0dbb76,2021-02-02,2021-02-02,2021-02-02,,train,True,6b41a58c70ea9846788f980d25ca8f24,https://vietnambiz.vn/co-phieu-tam-diem-ngay-3-2-vhm-bid-pc1-20210202193421006.htm,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=LEADERSHIP_CHANGE; symbol=PC1,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""CORPORATE_ACTION"", ""event_type_detail"": ""LEADERSHIP_CHANGE"", ""sample_id"": ""061d77edae4c1f0dbb76""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,061d77edae4c1f0dbb76,CORPORATE_ACTION,LEADERSHIP_CHANGE,NEUTRAL,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:26970f33cc3e5f2b339ce5ec,event:0a2a5e88d9e47de92451,AFFECTS,stock:ASM,2019-11-01,2019-11-01,2019-11-01,,train,True,f5f96e29a825da3419674c0a6a28c005,https://cafef.vn/sao-mai-group-asm-ganh-nang-chi-phi-lnst-9-thang-nam-2019-giam-mot-nua-so-voi-cung-ky-con-hon-600-ty-dong-20191031162542576.chn,TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""affected_scope"": ""STOCK_SPECIFIC"", ""impact_level"": ""HIGH"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""0a2a5e88d9e47de92451""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,0a2a5e88d9e47de92451,BUSINESS_RESULT,PROFIT_GROWTH,POSITIVE,HIGH,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
edge:269c3f36ecba7cdbcf6dcd05,news:76b2456312469bda5d7bb1e790dfc922,CONTAINS_EVENT,event:e5f9c48c2e60a24b0a88,2022-03-07,2022-03-07,2022-03-07,,validation,True,76b2456312469bda5d7bb1e790dfc922,https://cafef.vn/pdr-du-kien-chia-co-tuc-363-bang-co-phieu-20220307124119334.chn,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=DIVIDEND; symbol=PDR,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""event_type"": ""CORPORATE_ACTION"", ""event_type_detail"": ""DIVIDEND"", ""sample_id"": ""e5f9c48c2e60a24b0a88""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,e5f9c48c2e60a24b0a88,CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True,FINNEXUS_SEMANTIC_QUALITY_V4_0,Entity link pipeline passed precision gate; exact semantic labels remain unvalidated.,EXPLORATORY_QUERY_AND_ABLATION_ONLY
